question,option,answer_key,confidence,attendu
Vous recevez monsieur R3 en urgence pour un traitement endodontique sur la dent n°26. Concernant la solution d’anesthésie :,"A. L’anesthésie agit par blocage des canaux sodiques.
B. L’intérêt des vasoconstricteurs est de permettre l’allongement de la durée de l’anesthésie,
C. La plupart des échecs d’anesthésie survient sur les molaires maxillaires.
D. La plupart des échecs d’anesthésie survient sur des dents nécrosées.
E. La plupart des échecs d’anesthésie survient sur des dents nécrosées fistulisées.",,,"A,B"
"Lors d’une séance ultérieure, vous initiez le traitement endodontique de la dent n°36 sur monsieur R3.  A l’exploration initiale, la lime de cathétérisme  10 est bloquée avant la LT présumée au niveau du canal DV. Quelle est l’option thérapeutique à mener en 1er alors d’après la fiche CNEOC E12?","A. Il faut prendre une lime n°8
B. Il faut prendre une lime n°6
C. Il faut prendre une lime n°35 selon une technique de step back.
D. Il faut supprimer les contraintes coronaires avec une lime de pré-élargissement
E. Il faut supprimer les contraintes coronaires avec une lime manuelle de fort diamètre (idéalement lime H40)",,,D
"Après une préparation manuelle jusqu’à un diamètre de 20 et suppression des contraintes coronaires, la réintroduction de la lime 20 ne parvient plus à la LT.","A. Il faut prendre une lime n°40 et instrumenter le canal pour libérer les contraintes apicales.
B. Il faut irriguer abondamment le canal avec de l’hypochlorite de sodium
C. Il faut irriguer abondamment le canal avec de l’hypochlorite de sodium sous pression.
D. Il faut irriguer abondamment le canal avec du glyde
E. Il faut irriguer abondamment le canal avec de l'essence d'orange",,,B
Concernant la longueur de travail,"A. La longueur de travail est mesurée entre l’apex physiologique et un repère coronaire fiable.
B. La longueur de travail du canal MV1 d’une 16 et d’une 26 est la même, sauf si le patient croise les jambes.
C. La longueur de travail est généralement plus importante sur des canaux courbes et plus petite sur des canaux droits.
D. La prise de la longueur de travail avec un localisateur d’apex ne se fait qu’une seule fois, en début de séance de préférence.
E. La longueur de travail peut être plus courte en fin de traitement qu’en début de traitement en présence de canaux courbes",,,"A,E"
Concernant le localisateur d’apex,"A. La prise de longueur de travail avec un localisateur d’apex est moins précise que par radiographie rétroalvéolaire.
B. La prise de longueur de travail avec un localisateur d’apex est moins fiable que par radiographie rétroalvéolaire pour les incisives mais plus précise pour les molaires.
C. La mesure au localisateur d’apex peut être faussée par la présence d’une couronne métallique mais est plus précise avec un canal sec .
D. En absence du signe over, la mesure au localisateur d’apex indique le nombre de mm manquant avant d’atteindre l’apex.
E. En absence du signe over, la mesure au localisateur d’apex indique le nombre de mm manquant déjà instrumenté.",,,C
Concernant le séchage du canal,"A. L’utilisation d’un nombre important de cônes de papier peut assécher le canal
B. L’étape d’obturation survient uniquement dans un canal sec, sain et asymptomatique.
C. En présence d’un saignement même limité à la pointe du cône de papier, l’obturation doit être repoussée à la séance suivante.
D. En présence d’un saignement limité à la pointe du cône de papier, les limes de finition apicale doivent être repassées pour réduire l’inflammation apicale.
E. En présence d’un saignement limité à la pointe du cône de papier, un rinçage final à l'hypochlorite de sodium doit etre repris pour dissoudre les fibres pulpaires résiduelles.",,,B
"Vous choisissez d’obturer selon une technique de condensation latérale à froid. A la radiographie de contrôle, l’obturation de votre canal palatin ne semble pas dense au niveau apical.","A. L’utilisation du thermocompacteur permet de densifier l’obturation du canal.
B. Une rotation anti horaire avec le thermocompacteur permet de désobturer le canal pour recommencer cette étape.
C. La densité de l’obturation n’influence pas le taux de succès tant que l’étape de désinfection canalaire est bien menée.
D. La stratégie d’obturation canalaire (gutta chaude ou à froid) n’influence pas le taux de succès du TE lorsque celle-ci est réalisée selon les règles de l’art.
E. Une obturation canalaire avec un ciment biocéramique a montré de meilleurs taux de succès en traitement endodontique initial.",,,D
Concernant le ciment Pulp Canal Sealer,"A. Le Pulp Canal Sealer correspond à un ciment silicate tricalcique
B. Le Pulp Canal Sealer correspond à un ciment à base d’oxyde de zinc eugénol
C. La prise du ciment se fait dans les 3 minutes après spatulation.
D. Le composant principal du cône de gutta est l’oxyde de zinc.
E. Le Pulp Canal Sealer correspond à un ciment à base résineuse",,,"B,D"
"Après une obturation avec un ciment Pulp Canal sealer, en temporisation directement post obturation:","A. Une restauration de type Cavit permettra de conserver le canal à l’abri des bactéries pendant au moins 5 semaines.
B. La réalisation d’une couronne provisoire à tenons permettra de conserver le canal à l’abri des bactéries pendant au moins 5 semaines.
C. Une restauration ciment verre ionomère constitue un bon compromis mais une restauration résine composite sera plus adaptée.
D. La restauration définitive doit être réalisée dès que possible et de préférence dans un délai inférieur à un mois.
E. La restauration définitive doit être réalisée après confirmation de la cicatrisation apicale à six mois et temporisation sous couronne provisoire à tenon.",,,"C,D"
"En présence d’une pulpite irréversible, en présence de douleurs post opératoires à 24h","A. Le pansement peut être déposé, pour vérifier l’absence de compression du tissu pulpaire
B. La survenue de douleurs à 24h signe le passage en phase infectieuse au niveau du périapex.
C. En cas de prise en charge à distance, une prescription d’antibiotiques pendant 7 jours permettra de réduire efficacement les douleurs.
D. Une prescription pendant 48h d’ibuprofene post soins peut permettre de limiter les douleurs post opératoires.
E. Une prescription pendant 48h de solupred post soins peut permettre de limiter les douleurs post opératoires.",,,"A,D"
Madame R4 consulte pour des douleurs depuis 48 heures au niveau de 35. La radiographie montre une lésion carieuse à proximité pulpaire ainsi qu'une image radioclaire se superposant avec l'apex de la racine de 35.,"A. La prescription d’antibiotique va permettre de lui redonner un rendez vous pour le traitement ultérieur
B. L’accumulation de plaque dentaire localisée au niveau de 35 est un signe clinique de l’infection
C. Le drainage par voie canalaire doit aller au-delà de la limite apicale compte tenu de la LIPOE
D. Le diagnostic est celui d’un abcès apical aigu avec une LIPOE
E. Le diagnostic est celui d’un abcès chronique fistulisé.",,,D
Quels sont les objectifs biologiques de la préparation canalaire ?,"A. Supprimer les irritants d'origine bactérienne ainsi que tous les tissus organiques
B. Maintenir la mise en forme à l'intérieur du canal et ne pas instrumenter au-delà de la structure dentinaire
C. Prévenir toute propulsion de produits infectés ou nécrosés dans la zone périapicale
D. Essayer dans la mesure du possible de terminer le traitement dans une seule séance
E. Essayer dans la mesure du possible de terminer le traitement en deux séances",,,"A,B,C,D"
Pourquoi une dent intacte avec une pulpe vitale peut-elle réagir négativement au test de froid ou à l'EPT après un traumatisme ?,"A. Le traumatisme cause une nécrose instantanée de la pulpe.
B. Le traumatisme modifie temporairement la réponse nerveuse sans affecter l'apport sanguin.
C. Le traumatisme entraîne une calcification immédiate de la pulpe.
D. Le traumatisme ne cause aucun changement dans la réponse pulpaire.
E. Le traumatisme détruit les nerfs responsables de la réponse au froid.",,,B
Quelle est la différence entre la 'sensibilité' et la 'spécificité' des examens cliniques ?,"A. La sensibilité est la capacité d'un test à identifier les dents sans maladie.
B. La spécificité est la capacité d'un test à détecter toutes les dents malades.
C. La sensibilité mesure la précision d'un test dans des conditions idéales.
D. La sensibilité est la capacité d'un test à identifier les dents malades, la spécificité est celle d'identifier les dents sans maladie.
E. La spécificité et la sensibilité sont identiques en termes de diagnostic clinique.",,,D
L'EPT est-il susceptible de stimuler des fibres non pulpaires dans le parodonte ?,"A. Non, le risque d'activation des fibres non pulpaires par stimulation monopolaire est minimal.
B. Oui, il stimule principalement les fibres non pulpaires.
C. Oui, mais uniquement chez les patients ayant des conditions parodontales spécifiques.
D. Non, car l'EPT ne stimule que les fibres pulpaires A-delta.
E. Oui, dans la majorité des cas.",,,A
Quel est l'impact de la calcification pulpaire sur le diagnostic endodontique ?,"A. Aucun impact significatif
B. Rend le diagnostic plus facile
C. Peut masquer les lésions périapicales
D. Rend le diagnostic plus difficile
E. Augmente la sensibilité des dents",,,D
Quel est l'effet de la prise d'anti-inflammatoires non stéroïdiens (AINS) avant un test de vitalité pulpaire ?,"A. Augmente la sensibilité du test
B. Diminue la fiabilité du test
C. Pas d'effet sur le test
D. Réduit la douleur pendant le test
E. Provoque une réponse faussement positive",,,B
Pourquoi un test de percussion est-il souvent positif pour une dent avec pulpite irréversible ?,"A. Inflammation de la pulpe
B. Inflammation du ligament parodontal
C. Présence de caries profondes
D. Réaction aux changements de température
E. Résorption radiculaire",,,B
Quel est le principal défi pour diagnostiquer une pulpite irréversible dans une dent avec une restauration importante ?,"A. Accès difficile au périapex
B. Interférence des matériaux de restauration
C. Douleur exacerbée par la restauration
D. Difficulté à interpréter les symptômes
E. Risque de fracture dentaire",,,"B,D"
Quel est le principal élément justifiant la palpation des tissus mous périapicaux dans le diagnostic d'une pathologie péri-apicale ?,"A. Pour détecter la présence d'abcès
B. Pour évaluer la santé des gencives
C. Pour mesurer la profondeur de poche parodontale
D. Pour calculer le nombre de racines
E. Pour estimer la densité osseuse",,,A
Quelle est la principale limitation de la radiographie rétroalvéolaire dans le diagnostic endodontique ?,"A. Incapacité à détecter les lésions périapicales précoces
B. Difficulté à visualiser la lumière canalaire
C. Manque de détails pour les structures osseuses
D. Problèmes d'évaluation de la qualité de  l'obturation canalaire dus à la superposition d'images
E. Incapacité à montrer l'inflammation pulpaire",,,A
Quelles sont les interactions médicamenteuses entre les principaux médicaments immunosuppresseurs et les médicaments utilisés en odontologie ?,"A. Les macrolides peuvent augmenter l'immunosuppression
B. Les antiprolifératifs  peuvent augmenter la néphrotoxicité
C. L'amoxicciline peut augmenter la synergie néphrotoxique avec les inhibiteurs de la calcineurine
D. Les inhibiteurs de la calcineurine peuvent concurrencer la sécrétion tubulaire
E. L'amoxicciline peut augmenter la néphrotoxicité et la synergie néphrotoxique avec les antiprolifératifs",,,A
Quelle est la principale complication chez les patients greffés rénaux sous traitement immunosuppresseur ?,"A. Les leucoplasies chevelues
B. Les infections fongiques ou virales
C. Les gingivites
D. Certains médicaments pourraient être néphrotoxiques
E. Les lésions cancéreuses",,,D
Quels sont les gestes les plus à risque d'endocardite infectieuse ?,"A. Avulsion dentaire
B. Sondage parodontal
C. Restauration occlusale sans nécessité de pose de champ opératoire
D. Détartrage sous gingival
E. Traitement endodontique",,,"A,B,D,E"
Qu'est-ce que l'antibiothérapie prophylactique ?,"A. L'administration d'un antibiotique pour prévenir le développement d'une infection bactérienne
B. L'administration d'un antiviral pour traiter une infection virale
C. L'administration d'un antifongique pour prévenir le développement d'une infection fongique
D. L'administration d'un antibiotique pour traiter une infection bactérienne
E. L'administration d'un antiviral pour prévenir le développement d'une infection virale",,,A
Quelle est la posologie usuelle d'amoxicilline en antibiothérapie prophylactique ?,"A. 2 g, 1 heure avant le geste à risque
B. 3 g, 1 heure avant le geste à risque
C. 2 g 1 heure avant le geste à risque suivi de 1g matin et soir pendant sept jours
D. 2 g 1 heure avant le geste à risque suivi de 1g matin, midi et soir pendant sept jours
E. 3 g 1 heure avant le geste à risque suivi de 1g matin et soir pendant sept jours",,,A
Quelle est la principale différence entre les bêta-lactamines et les macrolides ?,"A. Les bêta-lactamines sont des antibiotiques bactériostatiques, tandis que les macrolides sont des antibiotiques bactéricides
B. Les bêta-lactamines sont spécifiques aux bactéries à Gram positif, tandis que les macrolides sont spécifiques aux bactéries à Gram négatif
C. Les bêta-lactamines sont des antibiotiques à large spectre, tandis que les macrolides sont des antibiotiques à spectre restreint
D. Les bêta-lactamines sont des antibiotiques à spectre restreint, tandis que les macrolides sont des antibiotiques à large spectre
E. Les bêta-lactamines sont des antibiotiques bactéricides, tandis que les macrolides sont des antibiotiques bactériostatiques",,,E
Quelle est la posologie recommandée de clindamycine en antibiothérapie prophylactique ?,"A. 300 mg
B. 1500 mg
C. 1200 mg
D. 600 mg
E. 900 mg",,,D
Au sujet de la prise en charge d’un patient diabétique (fiche de procédure CNEOC E18) :,"A. Il existe principalement deux types de diabète : le diabète sucré de type I (insulino-dépendant) et le diabète sucré de type II (non insulino-dépendant).
B. Les traitements endodontiques chez les patients diabétiques doivent être exceptionnels et en principe réservés aux dents monoradiculées mais peuvent être conduits en plusieurs séances.
C. Le risque infectieux peut exister pour les deux catégories et augmente en fonction du déséquilibre endocrinien, mesuré par le taux d’Hémoglobine glyquée (HbA1C).
D. Les recommandations actuelles ne permettent pas d’effectuer un coiffage pulpaire en technique directe (au contact de la pulpe).
E. Les recommandations actuelles ne permettent pas d’effectuer un coiffage pulpaire en technique indirecte (sans contact avec la pulpe).",,,"A,C"
Monsieur G13 consulte pour des douleurs importantes secteur 2. L’examen clinique révèle une muqueuse très inflammatoire en disto-cervical de la dent n°24. La dent ne répond pas au test de sensibilité au froid. La radiographie rétroalvéolaire présente une résorption cervicale externe infragingivale et juxtaosseuse de stade III d'Heithersay. Les dents n°25 et 26 sont absentes.,"A. Le diagnostic le plus probable pour la dent n°24 est une pulpite réversible.
B. Le diagnostic le plus probable pour la dent n°24 est un syndrome du septum.
C. La conduite à tenir pour la dent n°24 serait la conduite d’un coiffage pulpaire indirect.
D. La conduite à tenir pour la dent n°24 serait la conduite du traitement endodontique. Le pronostic est bon mais la reconstitution de la dent nécessitera un inlay core.
E. La conduite à tenir pour la dent n°24 serait la conduite l’avulsion de la dent.",,,E
